Date,Open,High,Low,Close,Volume
2000-01-03,0.787983509129192,0.8452740249379515,0.7640339003604756,0.8410478830337524,535796800
2000-01-04,0.8133416112650513,0.8311859925057475,0.7602772473897574,0.7701389789581299,512377600
2000-01-05,0.779530209546656,0.8307163398899913,0.7738954220935865,0.7814084887504578,778321600
2000-01-06,0.7973754930122156,0.8039494455671679,0.7137867212295532,0.7137867212295532,767972800
2000-01-07,0.7250571377090287,0.7588684699341154,0.7175440712136556,0.7475979924201965,460734400
2000-01-10,0.7663813425601791,0.7682596213713934,0.7119082976937678,0.7344491481781006,505064000
2000-01-11,0.7208310140608859,0.7466588435807112,0.6799761995496755,0.6968814134597778,441548800
2000-01-12,0.7137867425720581,0.7175441540242403,0.6499214817698462,0.6550875902175903,976068800
2000-01-13,0.7099123495746988,0.7419623727524206,0.6950031854116815,0.7269353866577148,1032684800
2000-01-14,0.7513547349098071,0.7682599537409348,0.7466590609294617,0.7546417117118835,390376000
2000-01-18,0.7588685118958032,0.7964363543667254,0.7546415684714227,0.780938982963562,459177600
2000-01-19,0.7936180615035864,0.8170980808026621,0.776712796710261,0.8006623983383179,597643200
2000-01-20,0.8678145479679523,0.9128954505823292,0.8527876138687134,0.8527876138687134,1831132800
2000-01-21,0.8584225726388859,0.8584225726388859,0.8278990157228814,0.8363520503044128,495924800
2000-01-24,0.8147502033648468,0.8471519853301898,0.7898614877244359,0.7983145713806152,440876800
2000-01-25,0.7889223033445454,0.8499702064747499,0.7691996470275655,0.8433953523635864,497145600
2000-01-26,0.8264902822675537,0.8579529523967211,0.8246120531471683,0.8278989791870117,367158400
2000-01-27,0.8175674895530952,0.8490310055951233,0.8039492529601152,0.8264901041984558,340144000
2000-01-28,0.8128720746044017,0.8330642673193402,0.7560511021558296,0.7635641694068909,423348800
2000-01-31,0.7588685034166178,0.780469391886614,0.7100301833542677,0.7795302271842957,701680000
2000-02-01,0.781408592890098,0.7889225132400721,0.7513546670321917,0.7532328963279724,318035200
2000-02-02,0.7569900732219541,0.7673205317791414,0.7288135327041901,0.7424318194389343,464195200
2000-02-03,0.7537024802492981,0.7832877266138488,0.7532328978452357,0.7762433886528015,475193600
2000-02-04,0.7809387680819876,0.8264900498197248,0.7785909071043278,0.8114631175994873,425320000
2000-02-07,0.8114632650683706,0.8584224493301827,0.7959666976463897,0.8570137023925781,441067200
2000-02-08,0.8565441513249361,0.8725102514835281,0.8358824285030407,0.8631190061569214,408643200
2000-02-09,0.8574834021546477,0.8800242590937356,0.8448042767128827,0.8462129235267639,299364800
2000-02-10,0.8480918913262301,0.8556050072675393,0.8264901531658999,0.8527876138687134,302982400
2000-02-11,0.8537265699148959,0.8574831274094107,0.813341344803459,0.8170979022979736,212251200
2000-02-14,0.8213241042118979,0.8706319501113705,0.8161588494899508,0.8701623678207397,367539200
2000-02-15,0.8659359464511521,0.9011559068530045,0.865466364367341,0.8941115736961365,485744000
2000-02-16,0.8847199669027801,0.8875381633308296,0.8424564502497475,0.8574833869934082,378246400
2000-02-17,0.8654668174885731,0.8678146288202248,0.8499702996596452,0.8631190061569214,289497600
2000-02-18,0.8612407349594068,0.8668755226623043,0.8330642383696757,0.8358824849128723,233441600
2000-02-22,0.8274291600487321,0.878615274683388,0.8016012865540325,0.8551352620124817,422296000
2000-02-23,0.8507917362346331,0.8941121931493127,0.8340034378117505,0.8734495639801025,473099200
2000-02-24,0.8814329081794546,0.8950511968601172,0.8396389276465603,0.8655837774276733,376432000
2000-02-25,0.8626494774313223,0.8790851609408734,0.8274294462429348,0.8293076753616333,249144000
2000-02-28,0.8274292675306606,0.8640579375676614,0.814280563056261,0.8509092330932617,328328000
2000-02-29,0.8532572424584008,0.8809634046215473,0.8457434230093253,0.8612407445907593,368961600
2000-03-01,0.8908252656036959,0.9922575794755057,0.8903556831687214,0.9791088700294495,1077003200
2000-03-02,0.9542206851328003,0.9612642186926555,0.9067910691989134,0.9166527986526489,311259200
2000-03-03,0.9382537402113854,0.9634951184494938,0.9016259189391558,0.9617337584495544,323366400
2000-03-06,0.9467068156999633,0.9701868337409295,0.9391928969388627,0.9443590044975281,210560000
2000-03-07,0.9499938282291432,0.9575077472806713,0.9100781270616722,0.9232268333435059,273011200
2000-03-08,0.9232267499329593,0.9312102505851741,0.8908249707444124,0.9166527986526489,271230400
2000-03-09,0.9081999849822634,0.9391930230975469,0.8884773249392237,0.9185312986373901,276718400
2000-03-10,0.9143049607914375,0.9612641905370659,0.9091388536511491,0.9448285102844238,248606400
2000-03-13,0.9175921561167789,0.9504635244954057,0.897868693062852,0.9114869832992554,303956800
2000-03-14,0.9107828209086957,0.9335585257981446,0.8565444857476952,0.8584228157997131,428579200
2000-03-15,0.8687539405220331,0.9035043429156293,0.8574834611191395,0.8734495639801025,443609600
2000-03-16,0.8814330401116393,0.9166530238465505,0.8603008291739892,0.9133652448654175,378100800
2000-03-17,0.9025651849434213,0.9391930103302003,0.8988077235259029,0.9391930103302002,305043200
2000-03-20,0.9279233846283329,0.9485851076872422,0.9194703006973934,0.9241660237312317,204489600
2000-03-21,0.9208790421478812,1.0274773413782279,0.9138355077979451,1.0138591527938843,524328000
2000-03-22,0.997658411087895,1.0847689105072797,0.9885010020334201,1.0833593606948853,567996800
2000-03-23,1.0669234849369518,1.1298496255110757,1.051896549020008,1.061758279800415,562564800
2000-03-24,1.0702106308867774,1.0814811104842228,1.0180853775049954,1.0420349836349487,446913600
2000-03-27,1.034052025114083,1.0875859068773657,1.0284163358434586,1.0486093759536743,279182400
2000-03-28,1.031234216949472,1.066923789293672,1.0302950519961274,1.0453228950500488,202966400
2000-03-29,1.0472010884329364,1.0476705705317013,1.005524018915335,1.0213731527328491,239836800
2000-03-30,1.0035276979414431,1.0345215319168108,0.9424805989554703,0.9448285102844238,414400000
2000-03-31,0.9575077638570834,1.031233895066089,0.9467068686814468,1.0204339027404785,404633600
2000-04-03,1.0180857871530264,1.048140578700533,0.9725352711846769,1.001650094985962,328563200
2000-04-04,0.99648442477064,0.999301818784352,0.8772068867167477,0.956568717956543,660329600
2000-04-05,0.9502288701640512,0.9983628289514316,0.9316802120969732,0.9795793294906616,457665600
2000-04-06,0.981457533697591,1.010572345368756,0.9260444016517184,0.9406026601791382,259627200
2000-04-07,0.9560990005942379,0.990848594013521,0.9429502943085608,0.9899095296859741,242435200
2000-04-10,0.9894400282886672,0.9974235303174577,0.9373147812048211,0.9391930103302002,212262400
2000-04-11,0.9279233024960297,0.938253711686102,0.8870676366294058,0.8973989486694336,541822400
2000-04-12,0.8941118623905212,0.8941118623905212,0.7879831172085094,0.8208544254302979,941136000
2000-04-13,0.8377604699532375,0.9016257051578714,0.8152195715168562,0.8551352620124817,529827200
2000-04-14,0.8213244420854368,0.886598413668515,0.818976579824758,0.8405783772468567,667620800
2000-04-17,0.8227338854018789,0.9312105349146842,0.8194460560662409,0.9307409524917603,409561600
2000-04-18,0.9279231600977401,0.9532814025878906,0.8969292287339589,0.9532814025878906,390924800
2000-04-19,0.9481155176273749,0.9786389678274388,0.8997467369288759,0.9100780487060547,520150400
2000-04-20,0.9293319409401157,0.9373146392263293,0.8795545128821325,0.8931728005409241,722120000
2000-04-24,0.8640580654318242,0.905382513999939,0.8621798364408527,0.905382513999939,443620800
2000-04-25,0.9175924484243158,0.9673699017610262,0.917122865896461,0.9640821218490601,391641600
2000-04-26,0.9514025889352558,0.9617339028404842,0.9016260543057306,0.9114869832992554,366912000
2000-04-27,0.8804941578182178,0.9542212257068685,0.875915502286328,0.9523420929908752,326603200
2000-04-28,0.9551598863915662,0.957977279860428,0.9114868266993491,0.932149350643158,249580800
2000-05-01,0.9382540111942816,0.9401331435013783,0.9157140539117196,0.9340279698371887,226195200
2000-05-02,0.9260444515121674,0.9485853112826016,0.8828417639314944,0.8856591582298279,236432000
2000-05-03,0.8936424490425484,0.9110172959871012,0.8386998123638185,0.8645276427268982,489798400
2000-05-04,0.8649971288519229,0.8659362933958293,0.8307162185661401,0.8316553831100464,399515200
2000-05-05,0.8325944065052643,0.8621796413132686,0.8318900833326353,0.8499701023101807,284076800
2000-05-08,0.8422216191392098,0.8541964211077875,0.8264903086516044,0.827429473400116,184900800
2000-05-09,0.8288379889058713,0.8358823248775553,0.7879831776482122,0.792209267616272,327140800
2000-05-10,0.7818779300630511,0.7889222658005054,0.7419622345171902,0.7461891770362854,535091200
2000-05-11,0.7616857832166072,0.7832875211455187,0.7438414057513785,0.7724866271018982,499744000
2000-05-12,0.7964362440133722,0.8302467207315768,0.787161015671936,0.8086457848548889,306913600
2000-05-15,0.8119331957879494,0.8119331957879494,0.7522940058534229,0.7588688135147095,678932800
2000-05-16,0.7852827953331887,0.819445835327597,0.772017120538207,0.7940875887870789,440451200
2000-05-17,0.7785909407275414,0.7790605229750169,0.7541718111672754,0.7616857290267944,398092800
2000-05-18,0.773895470023232,0.7884528745897333,0.7560510891860894,0.7569902539253235,373777600
2000-05-19,0.7457195445247813,0.7457195445247813,0.7015769124038,0.7062734365463257,740667200
2000-05-22,0.7043951310555224,0.7043951310555224,0.6461646842701573,0.6757490634918213,755507200
2000-05-23,0.6799762896386677,0.7015771790240961,0.6433475605791869,0.6447562575340271,517585600
2000-05-24,0.647573625860043,0.6743405723280571,0.6236240230320654,0.6588440537452698,678462400
2000-05-25,0.6649493302227413,0.696177161092878,0.6461649812764977,0.6556740999221802,406750400
2000-05-26,0.6611920103801414,0.6752798853155898,0.6405302820160726,0.6489824652671814,181148800
2000-05-30,0.6583746340863219,0.66213119351801,0.6142328788757817,0.657905101776123,713059200
2000-05-31,0.6527397091732894,0.6856110770268724,0.6297292701557259,0.6311379671096802,433507200
2000-06-01,0.6142325105872752,0.6729316382357727,0.603901200890279,0.6696447134017944,903840000
2000-06-02,0.7043953329024946,0.7494762377567938,0.6687057231247943,0.6954727172851562,792848000
2000-06-05,0.7011075612119905,0.7156649650873398,0.6738710326922447,0.6860805749893188,323668800
2000-06-06,0.691011851396989,0.7269353502890044,0.678567468496485,0.6978205442428589,525481600
2000-06-07,0.7034561044260611,0.7288135468234798,0.6884283182527137,0.7255265712738037,337019200
2000-06-08,0.733510112175971,0.7400840134796948,0.6996987826807678,0.7123779058456421,238526400
2000-06-09,0.7269354770800472,0.735858094454762,0.7090911451807812,0.719422459602356,252358400
2000-06-12,0.7241179819098206,0.7245875642460077,0.6827936328419729,0.6851414442062378,290337600
2000-06-13,0.6851414802772777,0.7114388950216195,0.6626006241035359,0.710030198097229,351456000
2000-06-14,0.7114388603954973,0.723178870271885,0.6771587979758137,0.6795066595077515,277446400
2000-06-15,0.6856109289164813,0.701577027023402,0.6687056662709165,0.6940639615058899,248572800
2000-06-16,0.7025162414368391,0.7043953733149544,0.6691753438258624,0.6851414442062378,303564800
2000-06-19,0.6804457664253866,0.7353884542725144,0.6748101263733137,0.7259962558746338,394004800
2000-06-20,0.7400840912440744,0.7809389587866866,0.7391449767186736,0.7607467174530029,501390400
2000-06-21,0.7588685198922224,0.8556051447230996,0.7560510758824356,0.8358824849128723,490000000
2000-06-22,0.837760703052912,0.865936395052727,0.8048884855656149,0.8077058792114258,467712000
2000-06-23,0.8081754424603934,0.8208545662589197,0.7635640691158865,0.7767127752304077,204965600
2000-06-26,0.7889224809304146,0.8227338170036762,0.7832876929571555,0.8133416175842285,185354400
2000-06-27,0.8081753453387083,0.834003172147922,0.7757735675289182,0.777651846408844,203470400
2000-06-28,0.8011319969171005,0.8321250331585138,0.7738954187503913,0.818037211894989,286428800
2000-06-29,0.7973755093869619,0.8105242173003112,0.7673207323016077,0.7701389789581299,203660800
2000-06-30,0.793618180077869,0.8255512378113944,0.7767129127587321,0.7870442271232605,323097600
2000-07-03,0.7832877013681964,0.8161590203348753,0.7832877013681964,0.801132082939148,70828800
2000-07-05,0.8001929614998339,0.8293077734069773,0.762625114392426,0.775773823261261,265216000
2000-07-06,0.7889222887034998,0.7954970423759886,0.7457196665875673,0.778590977191925,309545600
2000-07-07,0.7903311015481096,0.8236728520154227,0.7832876172622003,0.818037211894989,263603200
2000-07-10,0.8128723088711928,0.875328889751669,0.8077061990111832,0.8584228157997131,397796000
2000-07-11,0.8565440108019097,0.8903553374240826,0.8330640454790877,0.8556049466133118,357896000
2000-07-12,0.8734495482468657,0.8856590919314337,0.8471521312749867,0.8847200274467468,225433600
2000-07-13,0.8790851221992606,0.9110173230934117,0.8227337368713269,0.8490311503410339,445659200
